GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060730083611,152.0,-1.0,86.0,-1.0
15000US060730083612,61.0,-1.0,44.0,-1.0
15000US060730083621,116.0,-1.0,59.0,-1.0
15000US060730083622,72.0,-1.0,33.0,-1.0
15000US060730083623,136.0,-1.0,65.0,-1.0
15000US060730083631,52.0,-1.0,20.0,-1.0
15000US060730083632,131.0,-1.0,65.0,-1.0
15000US060730083633,58.0,-1.0,26.0,-1.0
15000US060730083641,55.0,-1.0,34.0,-1.0
15000US060730083642,114.0,-1.0,54.0,-1.0
15000US060730083643,98.0,-1.0,52.0,-1.0
15000US060730083651,272.0,-1.0,90.0,-1.0
15000US060730083652,198.0,-1.0,62.0,-1.0
15000US060730083661,605.0,-1.0,196.0,-1.0
15000US060730085011,81.0,-1.0,35.0,-1.0
15000US060730085012,94.0,-1.0,40.0,-1.0
15000US060730085013,56.0,-1.0,27.0,-1.0
15000US060730085014,46.0,-1.0,18.0,-1.0
15000US060730085021,76.0,-1.0,32.0,-1.0
15000US060730085022,45.0,-1.0,22.0,-1.0
15000US060730085023,46.0,-1.0,16.0,-1.0
15000US060730085024,70.0,-1.0,26.0,-1.0
15000US060730085025,77.0,-1.0,26.0,-1.0
15000US060730085031,94.0,-1.0,53.0,-1.0
15000US060730085032,73.0,-1.0,27.0,-1.0
15000US060730085033,109.0,-1.0,48.0,-1.0
15000US060730085034,75.0,-1.0,33.0,-1.0
15000US060730085041,37.0,-1.0,16.0,-1.0
15000US060730085042,46.0,-1.0,15.0,-1.0
15000US060730085043,48.0,-1.0,28.0,-1.0
15000US060730085044,34.0,-1.0,19.0,-1.0
15000US060730085045,100.0,-1.0,37.0,-1.0
15000US060730085051,74.0,-1.0,30.0,-1.0
15000US060730085052,63.0,-1.0,25.0,-1.0
15000US060730085053,44.0,-1.0,14.0,-1.0
15000US060730085054,56.0,-1.0,23.0,-1.0
15000US060730085055,83.0,-1.0,29.0,-1.0
15000US060730085061,111.0,-1.0,41.0,-1.0
15000US060730085062,128.0,-1.0,47.0,-1.0
15000US060730085063,117.0,-1.0,48.0,-1.0
15000US060730085071,62.0,-1.0,28.0,-1.0
15000US060730085072,46.0,-1.0,19.0,-1.0
15000US060730085073,57.0,-1.0,26.0,-1.0
15000US060730085074,52.0,-1.0,27.0,-1.0
15000US060730085075,54.0,-1.0,21.0,-1.0
15000US060730085076,53.0,-1.0,13.0,-1.0
15000US060730085091,51.0,-1.0,18.0,-1.0
15000US060730085092,53.0,-1.0,18.0,-1.0
15000US060730085093,42.0,-1.0,13.0,-1.0
15000US060730085094,160.0,-1.0,70.0,-1.0
15000US060730085095,42.0,-1.0,20.0,-1.0
15000US060730085101,69.0,-1.0,30.0,-1.0
15000US060730085102,123.0,-1.0,43.0,-1.0
15000US060730085103,90.0,-1.0,40.0,-1.0
15000US060730085104,60.0,-1.0,31.0,-1.0
15000US060730085111,282.0,-1.0,131.0,-1.0
15000US060730085121,63.0,-1.0,28.0,-1.0
15000US060730085122,125.0,-1.0,43.0,-1.0
15000US060730085123,234.0,-1.0,87.0,-1.0
15000US060730085131,161.0,-1.0,71.0,-1.0
15000US060730085132,103.0,-1.0,44.0,-1.0
15000US060730086001,231.0,-1.0,86.0,-1.0
15000US060730086002,104.0,-1.0,28.0,-1.0
15000US060730086003,55.0,-1.0,22.0,-1.0
15000US060730086004,92.0,-1.0,31.0,-1.0
15000US060730087011,165.0,-1.0,50.0,-1.0
15000US060730087012,134.0,-1.0,63.0,-1.0
15000US060730087021,217.0,-1.0,44.0,-1.0
15000US060730087022,143.0,-1.0,60.0,-1.0
15000US060730087023,101.0,-1.0,43.0,-1.0
15000US060730088001,163.0,-1.0,46.0,-1.0
15000US060730088002,82.0,-1.0,36.0,-1.0
15000US060730088003,148.0,-1.0,44.0,-1.0
15000US060730088004,147.0,-1.0,48.0,-1.0
15000US060730089011,46.0,-1.0,16.0,-1.0
15000US060730089012,32.0,-1.0,14.0,-1.0
15000US060730089013,83.0,-1.0,49.0,-1.0
15000US060730089014,79.0,-1.0,48.0,-1.0
15000US060730089021,80.0,-1.0,54.0,-1.0
15000US060730089022,100.0,-1.0,72.0,-1.0
15000US060730090001,203.0,-1.0,79.0,-1.0
15000US060730090002,135.0,-1.0,28.0,-1.0
15000US060730091011,54.0,-1.0,23.0,-1.0
15000US060730091012,96.0,-1.0,46.0,-1.0
15000US060730091013,45.0,-1.0,23.0,-1.0
15000US060730091014,73.0,-1.0,31.0,-1.0
15000US060730091021,124.0,-1.0,72.0,-1.0
15000US060730091022,141.0,-1.0,79.0,-1.0
15000US060730091031,75.0,-1.0,31.0,-1.0
15000US060730091032,67.0,-1.0,32.0,-1.0
15000US060730091033,118.0,-1.0,57.0,-1.0
15000US060730091034,87.0,-1.0,44.0,-1.0
15000US060730091041,114.0,-1.0,46.0,-1.0
15000US060730091042,156.0,-1.0,64.0,-1.0
15000US060730091061,124.0,-1.0,66.0,-1.0
15000US060730091062,524.0,-1.0,16.0,-1.0
15000US060730091063,102.0,-1.0,49.0,-1.0
15000US060730091071,166.0,-1.0,93.0,-1.0
15000US060730091072,137.0,-1.0,64.0,-1.0
15000US060730092011,114.0,-1.0,47.0,-1.0
15000US060730092012,92.0,-1.0,28.0,-1.0
15000US060730092013,113.0,-1.0,43.0,-1.0
15000US060730092014,91.0,-1.0,33.0,-1.0
15000US060730092021,169.0,-1.0,80.0,-1.0
15000US060730092022,274.0,-1.0,117.0,-1.0
15000US060730093011,74.0,-1.0,32.0,-1.0
15000US060730093012,132.0,-1.0,46.0,-1.0
15000US060730093013,120.0,-1.0,57.0,-1.0
15000US060730093014,73.0,-1.0,34.0,-1.0
15000US060730093041,78.0,-1.0,45.0,-1.0
15000US060730093042,45.0,-1.0,29.0,-1.0
15000US060730093043,143.0,-1.0,84.0,-1.0
15000US060730093051,140.0,-1.0,72.0,-1.0
15000US060730093052,48.0,-1.0,20.0,-1.0
15000US060730093053,50.0,-1.0,15.0,-1.0
15000US060730093061,103.0,-1.0,50.0,-1.0
15000US060730093062,29.0,-1.0,14.0,-1.0
15000US060730093063,47.0,-1.0,22.0,-1.0
15000US060730093064,79.0,-1.0,39.0,-1.0
15000US060730094001,629.0,-1.0,75.0,-1.0
15000US060730095021,165.0,-1.0,59.0,-1.0
15000US060730095022,182.0,-1.0,82.0,-1.0
15000US060730095041,494.0,-1.0,158.0,-1.0
15000US060730095042,93.0,-1.0,32.0,-1.0
15000US060730095051,66.0,-1.0,29.0,-1.0
15000US060730095052,64.0,-1.0,35.0,-1.0
15000US060730095053,118.0,-1.0,38.0,-1.0
15000US060730095054,111.0,-1.0,51.0,-1.0
15000US060730095061,230.0,-1.0,92.0,-1.0
15000US060730095062,162.0,-1.0,67.0,-1.0
15000US060730095071,205.0,-1.0,83.0,-1.0
15000US060730095072,35.0,-1.0,19.0,-1.0
15000US060730095073,87.0,-1.0,35.0,-1.0
15000US060730095091,99.0,-1.0,60.0,-1.0
15000US060730095092,82.0,-1.0,37.0,-1.0
15000US060730095101,102.0,-1.0,25.0,-1.0
15000US060730095102,192.0,-1.0,57.0,-1.0
15000US060730095103,92.0,-1.0,29.0,-1.0
15000US060730095111,178.0,-1.0,41.0,-1.0
15000US060730095112,213.0,-1.0,50.0,-1.0
15000US060730096021,121.0,-1.0,60.0,-1.0
15000US060730096022,70.0,-1.0,38.0,-1.0
15000US060730096023,80.0,-1.0,34.0,-1.0
15000US060730096024,78.0,-1.0,29.0,-1.0
15000US060730096031,73.0,-1.0,42.0,-1.0
15000US060730096032,75.0,-1.0,37.0,-1.0
15000US060730096033,64.0,-1.0,43.0,-1.0
15000US060730096034,58.0,-1.0,31.0,-1.0
15000US060730096041,52.0,-1.0,26.0,-1.0
15000US060730096042,51.0,-1.0,25.0,-1.0
15000US060730096043,110.0,-1.0,41.0,-1.0
15000US060730096044,64.0,-1.0,33.0,-1.0
15000US060730097031,110.0,-1.0,37.0,-1.0
15000US060730097032,96.0,-1.0,38.0,-1.0
15000US060730097033,134.0,-1.0,58.0,-1.0
15000US060730097041,66.0,-1.0,34.0,-1.0
15000US060730097042,58.0,-1.0,23.0,-1.0
15000US060730097043,79.0,-1.0,33.0,-1.0
15000US060730097044,39.0,-1.0,15.0,-1.0
15000US060730097045,73.0,-1.0,36.0,-1.0
15000US060730097051,86.0,-1.0,31.0,-1.0
15000US060730097052,147.0,-1.0,61.0,-1.0
15000US060730097053,125.0,-1.0,51.0,-1.0
15000US060730097061,67.0,-1.0,30.0,-1.0
15000US060730097062,65.0,-1.0,27.0,-1.0
15000US060730097063,87.0,-1.0,37.0,-1.0
15000US060730097064,33.0,-1.0,14.0,-1.0
15000US060730097065,59.0,-1.0,24.0,-1.0
15000US060730097066,39.0,-1.0,22.0,-1.0
15000US060730097067,41.0,-1.0,19.0,-1.0
15000US060730098011,67.0,-1.0,21.0,-1.0
15000US060730098012,79.0,-1.0,31.0,-1.0
15000US060730098013,75.0,-1.0,38.0,-1.0
15000US060730098014,58.0,-1.0,37.0,-1.0
15000US060730098021,52.0,-1.0,23.0,-1.0
15000US060730098022,63.0,-1.0,34.0,-1.0
15000US060730098023,52.0,-1.0,21.0,-1.0
15000US060730098024,120.0,-1.0,36.0,-1.0
15000US060730098025,43.0,-1.0,14.0,-1.0
15000US060730098041,147.0,-1.0,58.0,-1.0
15000US060730098042,83.0,-1.0,31.0,-1.0
15000US060730098043,55.0,-1.0,29.0,-1.0
15000US060730098044,132.0,-1.0,61.0,-1.0
15000US060730098051,102.0,-1.0,56.0,-1.0
15000US060730098052,72.0,-1.0,28.0,-1.0
15000US060730098053,109.0,-1.0,43.0,-1.0
15000US060730098054,154.0,-1.0,67.0,-1.0
15000US060730099011,,,,
15000US060730099021,0.0,-1.0,0.0,-1.0
15000US060730100011,81.0,-1.0,29.0,-1.0
15000US060730100012,196.0,-1.0,62.0,-1.0
15000US060730100031,109.0,-1.0,35.0,-1.0
15000US060730100032,115.0,-1.0,31.0,-1.0
15000US060730100033,112.0,-1.0,25.0,-1.0
15000US060730100034,110.0,-1.0,35.0,-1.0
15000US060730100041,129.0,-1.0,38.0,-1.0
15000US060730100042,195.0,-1.0,54.0,-1.0
15000US060730100051,169.0,-1.0,46.0,-1.0
15000US060730100052,81.0,-1.0,30.0,-1.0
15000US060730100053,189.0,-1.0,54.0,-1.0
15000US060730100054,96.0,-1.0,28.0,-1.0
15000US060730100091,223.0,-1.0,59.0,-1.0
15000US060730100092,176.0,-1.0,44.0,-1.0
15000US060730100093,30.0,-1.0,9.0,-1.0
15000US060730100094,41.0,-1.0,12.0,-1.0
15000US060730100101,142.0,-1.0,48.0,-1.0
15000US060730100102,204.0,-1.0,63.0,-1.0
15000US060730100103,129.0,-1.0,51.0,-1.0
15000US060730100111,209.0,-1.0,56.0,-1.0
15000US060730100112,287.0,-1.0,79.0,-1.0
15000US060730100121,58.0,-1.0,17.0,-1.0
15000US060730100122,199.0,-1.0,57.0,-1.0
15000US060730100123,92.0,-1.0,26.0,-1.0
15000US060730100131,192.0,-1.0,55.0,-1.0
15000US060730100132,253.0,-1.0,77.0,-1.0
15000US060730100141,803.0,-1.0,0.0,-1.0
15000US060730100142,746.0,-1.0,227.0,-1.0
15000US060730100151,383.0,-1.0,103.0,-1.0
15000US060730101031,161.0,-1.0,47.0,-1.0
15000US060730101032,114.0,-1.0,33.0,-1.0
15000US060730101033,186.0,-1.0,63.0,-1.0
15000US060730101041,129.0,-1.0,50.0,-1.0
15000US060730101042,154.0,-1.0,50.0,-1.0
15000US060730101061,144.0,-1.0,45.0,-1.0
15000US060730101062,149.0,-1.0,46.0,-1.0
15000US060730101063,117.0,-1.0,30.0,-1.0
15000US060730101071,183.0,-1.0,58.0,-1.0
15000US060730101072,77.0,-1.0,27.0,-1.0
15000US060730101073,139.0,-1.0,37.0,-1.0
15000US060730101074,96.0,-1.0,31.0,-1.0
15000US060730101091,171.0,-1.0,41.0,-1.0
15000US060730101092,197.0,-1.0,54.0,-1.0
15000US060730101101,93.0,-1.0,36.0,-1.0
15000US060730101102,89.0,-1.0,24.0,-1.0
15000US060730101103,73.0,-1.0,19.0,-1.0
15000US060730101104,75.0,-1.0,24.0,-1.0
15000US060730101105,51.0,-1.0,14.0,-1.0
15000US060730101111,163.0,-1.0,40.0,-1.0
15000US060730101112,181.0,-1.0,49.0,-1.0
15000US060730101121,226.0,-1.0,67.0,-1.0
15000US060730101122,169.0,-1.0,52.0,-1.0
15000US060730102001,104.0,-1.0,33.0,-1.0
15000US060730102002,31.0,-1.0,15.0,-1.0
15000US060730102003,53.0,-1.0,27.0,-1.0
15000US060730102004,65.0,-1.0,28.0,-1.0
15000US060730102005,41.0,-1.0,23.0,-1.0
15000US060730102006,45.0,-1.0,18.0,-1.0
15000US060730103001,55.0,-1.0,24.0,-1.0
15000US060730103002,129.0,-1.0,43.0,-1.0
15000US060730103003,92.0,-1.0,31.0,-1.0
15000US060730103004,51.0,-1.0,29.0,-1.0
15000US060730104011,316.0,-1.0,113.0,-1.0
15000US060730104021,180.0,-1.0,57.0,-1.0
15000US060730104022,78.0,-1.0,33.0,-1.0
15000US060730104023,211.0,-1.0,79.0,-1.0
15000US060730105011,202.0,-1.0,92.0,-1.0
15000US060730105021,97.0,-1.0,42.0,-1.0
15000US060730105022,88.0,-1.0,29.0,-1.0
15000US060730105023,111.0,-1.0,43.0,-1.0
15000US060730105024,114.0,-1.0,40.0,-1.0
15000US060730106011,171.0,-1.0,86.0,-1.0
15000US060730106012,150.0,-1.0,82.0,-1.0
15000US060730108001,76.0,-1.0,52.0,-1.0
15000US060730108002,130.0,-1.0,48.0,-1.0
15000US060730109001,106.0,-1.0,52.0,-1.0
15000US060730109002,170.0,-1.0,75.0,-1.0
15000US060730110001,177.0,-1.0,70.0,-1.0
15000US060730110002,118.0,-1.0,52.0,-1.0
15000US060730111001,186.0,-1.0,86.0,-1.0
15000US060730111002,116.0,-1.0,51.0,-1.0
15000US060730111003,64.0,-1.0,28.0,-1.0
15000US060730113001,399.0,-1.0,12.0,-1.0
15000US060730116011,121.0,-1.0,40.0,-1.0
15000US060730116012,98.0,-1.0,36.0,-1.0
15000US060730116013,179.0,-1.0,60.0,-1.0
15000US060730116021,261.0,-1.0,85.0,-1.0
15000US060730116022,165.0,-1.0,45.0,-1.0
15000US060730117001,100.0,-1.0,33.0,-1.0
15000US060730117002,69.0,-1.0,25.0,-1.0
15000US060730117003,48.0,-1.0,29.0,-1.0
15000US060730117004,48.0,-1.0,25.0,-1.0
15000US060730118011,144.0,-1.0,40.0,-1.0
15000US060730118012,68.0,-1.0,26.0,-1.0
15000US060730118013,64.0,-1.0,22.0,-1.0
15000US060730118021,176.0,-1.0,45.0,-1.0
15000US060730118022,139.0,-1.0,43.0,-1.0
15000US060730118023,170.0,-1.0,51.0,-1.0
15000US060730119021,80.0,-1.0,24.0,-1.0
15000US060730119022,191.0,-1.0,68.0,-1.0
15000US060730119023,83.0,-1.0,22.0,-1.0
15000US060730119024,107.0,-1.0,27.0,-1.0
15000US060730120021,114.0,-1.0,30.0,-1.0
15000US060730120022,217.0,-1.0,85.0,-1.0
15000US060730120031,169.0,-1.0,54.0,-1.0
15000US060730120032,290.0,-1.0,79.0,-1.0
15000US060730121011,259.0,-1.0,93.0,-1.0
15000US060730121021,192.0,-1.0,70.0,-1.0
15000US060730121022,235.0,-1.0,58.0,-1.0
15000US060730122001,105.0,-1.0,35.0,-1.0
15000US060730122002,326.0,-1.0,97.0,-1.0
15000US060730123021,219.0,-1.0,116.0,-1.0
15000US060730123031,188.0,-1.0,68.0,-1.0
15000US060730123032,136.0,-1.0,51.0,-1.0
15000US060730123041,59.0,-1.0,31.0,-1.0
15000US060730123042,211.0,-1.0,89.0,-1.0
15000US060730124011,82.0,-1.0,39.0,-1.0
15000US060730124012,174.0,-1.0,73.0,-1.0
15000US060730124021,91.0,-1.0,40.0,-1.0
15000US060730124022,104.0,-1.0,47.0,-1.0
15000US060730124023,163.0,-1.0,62.0,-1.0
15000US060730125011,121.0,-1.0,74.0,-1.0
15000US060730125012,72.0,-1.0,38.0,-1.0
15000US060730125021,110.0,-1.0,44.0,-1.0
15000US060730125022,137.0,-1.0,58.0,-1.0
15000US060730125023,98.0,-1.0,33.0,-1.0
15000US060730126001,61.0,-1.0,30.0,-1.0
15000US060730126002,74.0,-1.0,25.0,-1.0
15000US060730126003,95.0,-1.0,33.0,-1.0
15000US060730126004,92.0,-1.0,31.0,-1.0
15000US060730127001,216.0,-1.0,96.0,-1.0
15000US060730127002,144.0,-1.0,65.0,-1.0
15000US060730128001,79.0,-1.0,30.0,-1.0
15000US060730128002,119.0,-1.0,41.0,-1.0
15000US060730128003,144.0,-1.0,64.0,-1.0
15000US060730129001,123.0,-1.0,44.0,-1.0
15000US060730129002,69.0,-1.0,22.0,-1.0
15000US060730129003,83.0,-1.0,40.0,-1.0
15000US060730130001,161.0,-1.0,45.0,-1.0
15000US060730130002,106.0,-1.0,37.0,-1.0
15000US060730130003,131.0,-1.0,42.0,-1.0
15000US060730130004,88.0,-1.0,31.0,-1.0
15000US060730131021,70.0,-1.0,23.0,-1.0
15000US060730131022,113.0,-1.0,50.0,-1.0
15000US060730131023,89.0,-1.0,32.0,-1.0
15000US060730131031,115.0,-1.0,39.0,-1.0
15000US060730131032,212.0,-1.0,66.0,-1.0
15000US060730131041,143.0,-1.0,57.0,-1.0
15000US060730131042,68.0,-1.0,29.0,-1.0
15000US060730131043,139.0,-1.0,45.0,-1.0
15000US060730131044,67.0,-1.0,24.0,-1.0
15000US060730132031,44.0,-1.0,17.0,-1.0
15000US060730132032,35.0,-1.0,14.0,-1.0
15000US060730132033,146.0,-1.0,50.0,-1.0
15000US060730132034,81.0,-1.0,28.0,-1.0
15000US060730132041,101.0,-1.0,37.0,-1.0
15000US060730132042,76.0,-1.0,27.0,-1.0
15000US060730132043,102.0,-1.0,32.0,-1.0
15000US060730132051,241.0,-1.0,80.0,-1.0
15000US060730132061,137.0,-1.0,53.0,-1.0
15000US060730132062,82.0,-1.0,29.0,-1.0
15000US060730132063,107.0,-1.0,41.0,-1.0
15000US060730133011,193.0,-1.0,70.0,-1.0
15000US060730133012,192.0,-1.0,58.0,-1.0
15000US060730133021,175.0,-1.0,60.0,-1.0
15000US060730133022,222.0,-1.0,66.0,-1.0
15000US060730133031,192.0,-1.0,74.0,-1.0
15000US060730133032,91.0,-1.0,28.0,-1.0
15000US060730133033,93.0,-1.0,32.0,-1.0
15000US060730133061,157.0,-1.0,51.0,-1.0
15000US060730133062,172.0,-1.0,54.0,-1.0
15000US060730133071,95.0,-1.0,34.0,-1.0
15000US060730133072,243.0,-1.0,62.0,-1.0
15000US060730133081,288.0,-1.0,90.0,-1.0
15000US060730133082,136.0,-1.0,40.0,-1.0
15000US060730133091,105.0,-1.0,36.0,-1.0
15000US060730133092,83.0,-1.0,25.0,-1.0
15000US060730133093,74.0,-1.0,22.0,-1.0
15000US060730133094,154.0,-1.0,53.0,-1.0
15000US060730133095,126.0,-1.0,39.0,-1.0
15000US060730133101,216.0,-1.0,48.0,-1.0
15000US060730133102,291.0,-1.0,99.0,-1.0
15000US060730133111,222.0,-1.0,61.0,-1.0
15000US060730133112,101.0,-1.0,35.0,-1.0
15000US060730133113,63.0,-1.0,22.0,-1.0
15000US060730133114,104.0,-1.0,30.0,-1.0
15000US060730133121,375.0,-1.0,118.0,-1.0
15000US060730133131,658.0,-1.0,208.0,-1.0
15000US060730133141,576.0,-1.0,166.0,-1.0
15000US060730134011,204.0,-1.0,78.0,-1.0
15000US060730134012,197.0,-1.0,75.0,-1.0
15000US060730134091,122.0,-1.0,41.0,-1.0
15000US060730134092,180.0,-1.0,84.0,-1.0
15000US060730134093,146.0,-1.0,47.0,-1.0
15000US060730134101,245.0,-1.0,80.0,-1.0
15000US060730134102,69.0,-1.0,23.0,-1.0
15000US060730134103,52.0,-1.0,20.0,-1.0
15000US060730134111,162.0,-1.0,64.0,-1.0
15000US060730134112,101.0,-1.0,35.0,-1.0
15000US060730134113,71.0,-1.0,30.0,-1.0
15000US060730134114,107.0,-1.0,34.0,-1.0
15000US060730134121,222.0,-1.0,78.0,-1.0
15000US060730134122,178.0,-1.0,66.0,-1.0
15000US060730134141,112.0,-1.0,38.0,-1.0
15000US060730134142,121.0,-1.0,34.0,-1.0
15000US060730134143,40.0,-1.0,12.0,-1.0
15000US060730134144,99.0,-1.0,36.0,-1.0
15000US060730134151,222.0,-1.0,89.0,-1.0
15000US060730134161,141.0,-1.0,47.0,-1.0
15000US060730134162,165.0,-1.0,67.0,-1.0
15000US060730134171,274.0,-1.0,89.0,-1.0
15000US060730134181,52.0,-1.0,26.0,-1.0
15000US060730134182,114.0,-1.0,38.0,-1.0
15000US060730134183,49.0,-1.0,22.0,-1.0
15000US060730134184,54.0,-1.0,16.0,-1.0
15000US060730134191,330.0,-1.0,105.0,-1.0
15000US060730134192,54.0,-1.0,17.0,-1.0
15000US060730134201,98.0,-1.0,35.0,-1.0
15000US060730134202,143.0,-1.0,47.0,-1.0
15000US060730134211,83.0,-1.0,30.0,-1.0
15000US060730134212,237.0,-1.0,71.0,-1.0
15000US060730134213,129.0,-1.0,47.0,-1.0
15000US060730135031,81.0,-1.0,28.0,-1.0
15000US060730135032,111.0,-1.0,43.0,-1.0
15000US060730135033,102.0,-1.0,39.0,-1.0
15000US060730135041,74.0,-1.0,27.0,-1.0
15000US060730135042,77.0,-1.0,32.0,-1.0
15000US060730135043,185.0,-1.0,68.0,-1.0
15000US060730135051,189.0,-1.0,83.0,-1.0
15000US060730135052,121.0,-1.0,53.0,-1.0
15000US060730135053,41.0,-1.0,21.0,-1.0
15000US060730135061,294.0,-1.0,92.0,-1.0
15000US060730136011,72.0,-1.0,29.0,-1.0
15000US060730136012,148.0,-1.0,56.0,-1.0
15000US060730136013,135.0,-1.0,54.0,-1.0
15000US060730136014,76.0,-1.0,32.0,-1.0
15000US060730136041,49.0,-1.0,17.0,-1.0
15000US060730136042,43.0,-1.0,15.0,-1.0
15000US060730136043,121.0,-1.0,44.0,-1.0
15000US060730136044,87.0,-1.0,36.0,-1.0
15000US060730136051,164.0,-1.0,55.0,-1.0
15000US060730136052,78.0,-1.0,30.0,-1.0
15000US060730136053,90.0,-1.0,32.0,-1.0
15000US060730136061,53.0,-1.0,20.0,-1.0
15000US060730136062,81.0,-1.0,37.0,-1.0
15000US060730136063,140.0,-1.0,49.0,-1.0
15000US060730136064,79.0,-1.0,48.0,-1.0
15000US060730137011,215.0,-1.0,87.0,-1.0
15000US060730137012,110.0,-1.0,46.0,-1.0
15000US060730137021,167.0,-1.0,53.0,-1.0
15000US060730137022,70.0,-1.0,29.0,-1.0
15000US060730137023,98.0,-1.0,37.0,-1.0
15000US060730138011,210.0,-1.0,62.0,-1.0
15000US060730138012,87.0,-1.0,34.0,-1.0
15000US060730138013,129.0,-1.0,49.0,-1.0
15000US060730138021,210.0,-1.0,82.0,-1.0
15000US060730138022,171.0,-1.0,53.0,-1.0
15000US060730139031,135.0,-1.0,44.0,-1.0
15000US060730139032,258.0,-1.0,97.0,-1.0
15000US060730139051,179.0,-1.0,52.0,-1.0
15000US060730139052,103.0,-1.0,35.0,-1.0
15000US060730139053,85.0,-1.0,28.0,-1.0
15000US060730139061,311.0,-1.0,117.0,-1.0
15000US060730139062,60.0,-1.0,24.0,-1.0
15000US060730139071,92.0,-1.0,28.0,-1.0
15000US060730139072,204.0,-1.0,79.0,-1.0
15000US060730139081,76.0,-1.0,21.0,-1.0
15000US060730139082,204.0,-1.0,62.0,-1.0
15000US060730139091,116.0,-1.0,36.0,-1.0
15000US060730139092,195.0,-1.0,58.0,-1.0
15000US060730140011,73.0,-1.0,24.0,-1.0
15000US060730140012,65.0,-1.0,22.0,-1.0
15000US060730140013,114.0,-1.0,51.0,-1.0
15000US060730140014,83.0,-1.0,33.0,-1.0
15000US060730140021,192.0,-1.0,51.0,-1.0
15000US060730140022,164.0,-1.0,54.0,-1.0
15000US060730141011,148.0,-1.0,47.0,-1.0
15000US060730141012,137.0,-1.0,49.0,-1.0
15000US060730141021,197.0,-1.0,59.0,-1.0
15000US060730141022,87.0,-1.0,29.0,-1.0
15000US060730142001,200.0,-1.0,63.0,-1.0
15000US060730142002,96.0,-1.0,31.0,-1.0
15000US060730142003,147.0,-1.0,54.0,-1.0
15000US060730142004,89.0,-1.0,36.0,-1.0
15000US060730143001,195.0,-1.0,70.0,-1.0
15000US060730143002,105.0,-1.0,35.0,-1.0
15000US060730144001,144.0,-1.0,65.0,-1.0
15000US060730144002,132.0,-1.0,57.0,-1.0
15000US060730145001,116.0,-1.0,46.0,-1.0
15000US060730145002,153.0,-1.0,54.0,-1.0
15000US060730145003,94.0,-1.0,32.0,-1.0
15000US060730146011,115.0,-1.0,54.0,-1.0
15000US060730146012,94.0,-1.0,41.0,-1.0
15000US060730146013,33.0,-1.0,14.0,-1.0
15000US060730146021,147.0,-1.0,67.0,-1.0
15000US060730146022,106.0,-1.0,40.0,-1.0
15000US060730146023,161.0,-1.0,60.0,-1.0
15000US060730147001,124.0,-1.0,53.0,-1.0
15000US060730147002,83.0,-1.0,35.0,-1.0
15000US060730147003,124.0,-1.0,50.0,-1.0
15000US060730147004,89.0,-1.0,34.0,-1.0
15000US060730148031,76.0,-1.0,34.0,-1.0
15000US060730148032,108.0,-1.0,55.0,-1.0
15000US060730148033,70.0,-1.0,37.0,-1.0
15000US060730148041,51.0,-1.0,18.0,-1.0
15000US060730148042,122.0,-1.0,60.0,-1.0
15000US060730148043,68.0,-1.0,38.0,-1.0
15000US060730148051,70.0,-1.0,27.0,-1.0
15000US060730148052,80.0,-1.0,41.0,-1.0
15000US060730148053,93.0,-1.0,37.0,-1.0
15000US060730148061,85.0,-1.0,44.0,-1.0
15000US060730148062,109.0,-1.0,59.0,-1.0
15000US060730149011,85.0,-1.0,35.0,-1.0
15000US060730149012,146.0,-1.0,68.0,-1.0
15000US060730149013,118.0,-1.0,56.0,-1.0
15000US060730149021,250.0,-1.0,98.0,-1.0
15000US060730149022,59.0,-1.0,28.0,-1.0
15000US060730150001,76.0,-1.0,36.0,-1.0
15000US060730150002,132.0,-1.0,59.0,-1.0
15000US060730150003,62.0,-1.0,21.0,-1.0
15000US060730150004,55.0,-1.0,16.0,-1.0
15000US060730151001,99.0,-1.0,39.0,-1.0
15000US060730151002,157.0,-1.0,67.0,-1.0
15000US060730151003,94.0,-1.0,35.0,-1.0
15000US060730151004,101.0,-1.0,46.0,-1.0
15000US060730152001,101.0,-1.0,44.0,-1.0
15000US060730152002,82.0,-1.0,34.0,-1.0
15000US060730152003,58.0,-1.0,25.0,-1.0
15000US060730152004,49.0,-1.0,22.0,-1.0
15000US060730153011,127.0,-1.0,41.0,-1.0
15000US060730153012,133.0,-1.0,45.0,-1.0
15000US060730153021,264.0,-1.0,92.0,-1.0
15000US060730153022,121.0,-1.0,48.0,-1.0
15000US060730154031,188.0,-1.0,66.0,-1.0
15000US060730154032,178.0,-1.0,66.0,-1.0
15000US060730154041,117.0,-1.0,39.0,-1.0
15000US060730154042,67.0,-1.0,20.0,-1.0
15000US060730154043,109.0,-1.0,32.0,-1.0
15000US060730154044,98.0,-1.0,41.0,-1.0
15000US060730154051,188.0,-1.0,71.0,-1.0
15000US060730154052,129.0,-1.0,50.0,-1.0
15000US060730154053,142.0,-1.0,49.0,-1.0
15000US060730154061,363.0,-1.0,138.0,-1.0
